"","Contains fear","containes excitement"
"lightbulbs",0.147530809044838,0.852469146251678
"lighting",0.0675477758049965,0.932452201843262
"lightning",0.120527133345604,0.879472851753235
"lightrocket",0.0969216451048851,0.903078317642212
"likelihood",0.0704916045069695,0.92950838804245
"likened",0.0691106617450714,0.930889308452606
"likeness",0.063014030456543,0.936985969543457
"likes",0.00920821912586689,0.990791738033295
"liming",0.538377821445465,0.461622148752213
"limit",0.454820990562439,0.545179009437561
"limitation",0.242632746696472,0.757367312908173
"limited",0.500192761421204,0.499807298183441
"limiting",0.664262533187866,0.335737496614456
"lin",0.135018825531006,0.864981174468994
"lincoln",0.314208596944809,0.685791373252869
"line",0.14769572019577,0.85230427980423
"lined",0.175630748271942,0.824369251728058
"linguistic",0.560118675231934,0.439881354570389
"link",0.096188135445118,0.903811931610107
"linkedin",0.175754949450493,0.824245095252991
"lionel",0.223352208733559,0.776647746562958
"lipper",0.315571576356888,0.684428453445435
"liqueur",0.348280906677246,0.651719093322754
"liquid",0.0665541440248489,0.933445870876312
"lisa",0.18718196451664,0.812817990779877
"list",0.147726833820343,0.852273166179657
"listed",0.206415206193924,0.793584823608398
"listen",0.101853162050247,0.898146867752075
"listened",0.107431925833225,0.892568051815033
"literacy",0.440017372369766,0.559982597827911
"literate",0.513281643390656,0.486718386411667
"literature",0.327336937189102,0.672663033008575
"litigate",0.280577808618546,0.719422161579132
"litigation",0.30823627114296,0.691763699054718
"litigator",0.281229704618454,0.718770265579224
"litres",0.161300033330917,0.83869993686676
"livable",0.15009406208992,0.849905908107758
"live",0.073292575776577,0.926707446575165
"lived",0.121713161468506,0.878286838531494
"livelihood",0.163433253765106,0.836566686630249
"livestream",0.0754294842481613,0.924570560455322
"living",0.0522823855280876,0.947717547416687
"livio",0.14111453294754,0.85888546705246
"lkers",0.343237727880478,0.6567622423172
"llc",0.175206825137138,0.8247931599617
"lleihau",0.223342075943947,0.776657938957214
"lleol",0.416773796081543,0.583226144313812
"llm",0.185809999704361,0.814189970493317
"llp",0.170491725206375,0.829508304595947
"lo",0.172292411327362,0.827707588672638
"load",0.147666528820992,0.85233348608017
"loaded",0.08807123452425,0.911928713321686
"loan",0.363878518342972,0.636121511459351
"lobbying",0.655067503452301,0.344932466745377
"lobbyist",0.267791211605072,0.732208788394928
"local",0.0902886688709259,0.909711360931396
"locally",0.169209897518158,0.830790162086487
"located",0.31638103723526,0.68361896276474
"location",0.10240899771452,0.897590935230255
"lock",0.614448666572571,0.385551393032074
"locked",0.412056863307953,0.587943196296692
"lockheed",0.514460623264313,0.485539376735687
"log",0.216449901461601,0.783550083637238
"logged",0.563384175300598,0.436615794897079
"logic",0.387963175773621,0.612036824226379
"logical",0.344306290149689,0.655693709850311
"login",0.138904049992561,0.8610959649086
"logistic",0.429404437541962,0.570595562458038
"logmein",0.3554707467556,0.644529223442078
"logo",0.277391910552979,0.722608089447021
"lol",0.164434760808945,0.835565209388733
"lola",0.166006654500961,0.833993375301361
"london",0.137333527207375,0.862666428089142
"lone",0.749833345413208,0.250166594982147
"loom",0.640668869018555,0.359331160783768
"looming",0.0279914177954197,0.972008526325226
"loop",0.094220943748951,0.90577906370163
"loophole",0.682413518428802,0.317586451768875
"lord",0.149457901716232,0.85054212808609
"lose",0.775201678276062,0.224798321723938
"loss",0.931390821933746,0.0686092004179955
"lost",0.74265730381012,0.257342666387558
"lot",0.128746017813683,0.871254026889801
"louis",0.225451663136482,0.774548292160034
"love",0.0220101736485958,0.977989852428436
"loved",0.024964788928628,0.975035190582275
"low",0.421151876449585,0.578848123550415
"lower",0.273378133773804,0.726621866226196
"lowered",0.51108729839325,0.488912671804428
"loyalty",0.119820058345795,0.880179941654205
"lte",0.189145535230637,0.810854494571686
"luckily",0.440182864665985,0.559817135334015
"lucky",0.0295220259577036,0.970477998256683
"lucy",0.157581642270088,0.842418372631073
"lui",0.133025482296944,0.866974532604218
"lulea",0.218563601374626,0.781436443328857
"lunch",0.0367364399135113,0.96326357126236
"lurking",0.338859558105469,0.661140441894531
"lusa",0.192053839564323,0.80794620513916
"luxury",0.0411783717572689,0.958821594715118
"ly",0.111166082322598,0.8888338804245
"lydia",0.217924028635025,0.782075941562653
"lying",0.219033017754555,0.780966997146606
"lymph",0.119474403560162,0.880525648593903
"m",0.124119654297829,0.875880360603333
"ma",0.138744860887527,0.86125510931015
"machin",0.233294919133186,0.766705095767975
"machine",0.116509519517422,0.88349050283432
"machinery",0.269156128168106,0.730843842029572
"machining",0.329550802707672,0.670449197292328
"maco",0.306206583976746,0.693793475627899
"macpherson",0.31252384185791,0.68747615814209
"macro",0.195173516869545,0.804826438426971
"macroeconomic",0.305470138788223,0.694529891014099
"mae",0.12854853272438,0.871451497077942
"maelstrom",0.318609148263931,0.681390821933746
"mafia",0.652221441268921,0.347778558731079
"magazine",0.111835695803165,0.888164281845093
"magazines",0.147705763578415,0.852294266223907
"magic",0.0292362701147795,0.970763683319092
"magnetic",0.0793272629380226,0.92067277431488
"magnificent",0.0202432293444872,0.979756772518158
"magnify",0.742712199687958,0.257287830114365
"magnitude",0.612543046474457,0.387456983327866
"maharashtra",0.252417922019958,0.747582018375397
"mail",0.216506391763687,0.783493638038635
"mailonline",0.235608801245689,0.764391243457794
"main",0.111422128975391,0.888577878475189
"maine",0.246535196900368,0.753464758396149
"maintain",0.173840135335922,0.8261598944664
"maintained",0.361723363399506,0.638276636600494
"maintenance",0.248677849769592,0.751322150230408
"major",0.0969181433320045,0.903081893920898
"majority",0.185481771826744,0.81451815366745
"maker",0.125804483890533,0.874195575714111
"makes",0.0795179083943367,0.920482099056244
"maktoum",0.301015645265579,0.698984324932098
"malaysia",0.677882313728333,0.32211771607399
"malaysian",0.609377324581146,0.390622675418854
"malfunction",0.754172921180725,0.245827108621597
"malicious",0.870229125022888,0.129770874977112
"mall",0.208856672048569,0.791143357753754
"malware",0.888940989971161,0.111058980226517
"manage",0.319001019001007,0.680998980998993
"manageable",0.393441379070282,0.606558620929718
"managed",0.182652235031128,0.817347824573517
"management",0.207219913601875,0.792780101299286
"manager",0.139844164252281,0.860155761241913
"managerial",0.269773691892624,0.730226337909698
"manages",0.4330934882164,0.5669065117836
"managing",0.407198548316956,0.5928013920784
"manchester",0.155774220824242,0.844225764274597
"mandalay",0.631443619728088,0.368556410074234
"mandat",0.263117343187332,0.73688268661499
"mandated",0.290801554918289,0.709198415279388
"mandatory",0.22363255918026,0.776367425918579
"manifest",0.264878511428833,0.735121488571167
"manipulate",0.241656512022018,0.758343517780304
"manipulating",0.132968544960022,0.867031455039978
"manipulation",0.198265448212624,0.801734566688538
"mankind",0.249063551425934,0.750936388969421
"manner",0.247352659702301,0.752647340297699
"manteision",0.584332823753357,0.415667235851288
"manual",0.312423884868622,0.687576115131378
"manuel",0.123023971915245,0.876976072788239
"manufacturer",0.196855187416077,0.803144872188568
"manufacturing",0.132234141230583,0.867765784263611
"manufacturingbasedistributionandheadquarters",0.306562691926956,0.693437278270721
"map",0.120448678731918,0.879551291465759
"mapples",0.265364915132523,0.734635055065155
"mar",0.165441110730171,0.834558844566345
"marathe",0.774749457836151,0.225250586867332
"march",0.309094041585922,0.690905928611755
"marcher",0.401248455047607,0.598751544952393
"marcie",0.215472653508186,0.78452730178833
"marcus",0.429429978132248,0.57056999206543
"marcushuman",0.547248423099518,0.452751606702805
"margin",0.178275600075722,0.821724355220795
"margrethe",0.748337268829346,0.251662790775299
"marijuana",0.191971495747566,0.808028519153595
"mario",0.167738512158394,0.832261443138123
"mark",0.209043338894844,0.790956616401672
"marked",0.211434900760651,0.788565158843994
"market",0.0936436727643013,0.906356334686279
"marketcompetitionbymanufacturersglobalartificial",0.250049620866776,0.749950408935547
"marketer",0.262759119272232,0.73724091053009
"marketgrowthreportscom",0.117221765220165,0.882778227329254
"marketing",0.113800853490829,0.886199176311493
"marketplace",0.0751343071460724,0.924865782260895
"marketreportsworldcomwebhttps",0.208814084529877,0.791185855865479
"marketthis",0.100765727460384,0.899234235286713
"marketwatch",0.0755255296826363,0.924474477767944
"marking",0.185983031988144,0.814016997814178
"marnie",0.184205755591393,0.815794289112091
"maroney",0.371831357479095,0.628168642520905
"marquee",0.246269181370735,0.753730833530426
"martin",0.252869158983231,0.747130811214447
"marvel",0.296427011489868,0.703573048114777
"maryland",0.161703988909721,0.838295996189117
"mas",0.178272947669029,0.82172703742981
"mashup",0.322390705347061,0.677609264850616
"mason",0.338176041841507,0.661823928356171
"massachusetts",0.218447089195251,0.781552910804749
"masse",0.155752971768379,0.844246983528137
"massive",0.0956890657544136,0.904310941696167
"master",0.0759966820478439,0.924003303050995
"mastered",0.139084950089455,0.860915005207062
"mata",0.221888273954391,0.778111696243286
"match",0.059062585234642,0.940937459468842
"material",0.106278501451015,0.893721461296082
"math",0.0825768932700157,0.917423129081726
"mathematic",0.13797889649868,0.862021148204803
"matrimonial",0.547288298606873,0.452711701393127
"matt",0.324150234460831,0.675849795341492
"matteo",0.328285217285156,0.671714782714844
"matter",0.240524396300316,0.759475588798523
"matthew",0.318150073289871,0.681849896907806
"matured",0.296942293643951,0.703057706356049
"maturity",0.0469295382499695,0.953070461750031
"max",0.115512259304523,0.884487748146057
"maximise",0.142896384000778,0.857103645801544
"maximize",0.218034952878952,0.78196507692337
"maximum",0.13715548813343,0.862844586372375
"mcafee",0.379735112190247,0.620264887809753
"mccarthy",0.523454606533051,0.476545333862305
"mcculloch",0.547477126121521,0.452522873878479
"mcmaster",0.173497453331947,0.826502561569214
"mcmasterca",0.256941586732864,0.743058383464813
"mcpherson",0.278939723968506,0.721060276031494
"mcquillan",0.355000466108322,0.644999504089355
"md",0.152041301131248,0.847958743572235
"mean",0.899618804454803,0.100381188094616
"meaning",0.0724688246846199,0.927531242370605
"meaningful",0.0961597785353661,0.903840243816376
"meant",0.128433540463448,0.871566474437714
"meantime",0.0390363223850727,0.960963666439056
"measurable",0.020576735958457,0.97942328453064
"measure",0.054772175848484,0.945227801799774
"measured",0.13349312543869,0.86650687456131
"measurement",0.084836483001709,0.915163516998291
"measures",0.34435960650444,0.655640363693237
"meat",0.0824375301599503,0.917562484741211
"mechanic",0.133789226412773,0.86621081829071
"mechanical",0.178642928600311,0.821357131004333
"mechanism",0.174335658550262,0.825664341449738
"media",0.11928316950798,0.880716860294342
"medianama",0.201096922159195,0.798903048038483
"medical",0.115383692085743,0.884616315364838
"medicare",0.205788463354111,0.794211566448212
"medicine",0.101722091436386,0.898277938365936
"medicines",0.129873365163803,0.870126605033875
"mediocre",0.6294224858284,0.370577543973923
"medium",0.17021270096302,0.829787313938141
"medpage",0.25395879149437,0.746041178703308
"meehan",0.171049252152443,0.828950703144073
"meehanis",0.185357138514519,0.814642786979675
"meet",0.0498415008187294,0.950158536434174
"meeting",0.0341954566538334,0.965804576873779
"meg",0.163880184292793,0.836119771003723
"megha",0.197331488132477,0.802668452262878
"mei",0.146813571453094,0.853186368942261
"melchionne",0.269808679819107,0.730191349983215
"membership",0.0756416991353035,0.924358308315277
"meme",0.186390742659569,0.81360924243927
"memorandum",0.265039414167404,0.734960556030273
"memory",0.158351391553879,0.841648638248444
"menafn",0.427064836025238,0.572935163974762
"menafnid",0.597715854644775,0.402284145355225
"menlo",0.237781003117561,0.762218952178955
"mental",0.201285243034363,0.798714756965637
"mentality",0.0837168246507645,0.916283130645752
"menter",0.188296541571617,0.811703443527222
"mention",0.149614289402962,0.850385725498199
"mentioned",0.108452394604683,0.891547620296478
"mentioning",0.0860873237252235,0.913912713527679
"mentor",0.177057355642319,0.822942674160004
"mentrau",0.188655108213425,0.811344921588898
"menu",0.0949450880289078,0.905054867267609
"meps",0.462281137704849,0.537718832492828
"merck",0.255852460861206,0.744147539138794
"merger",0.179886996746063,0.820113003253937
"mergersandacquisitions",0.163117825984955,0.83688223361969
"merging",0.110228128731251,0.88977187871933
"merit",0.181927725672722,0.818072259426117
"mes",0.277787446975708,0.722212612628937
"message",0.16832210123539,0.831677973270416
"messages",0.907696843147278,0.0923031121492386
"messaging",0.894069314002991,0.105930678546429
"messenger",0.349535971879959,0.650464057922363
"messier",0.87241393327713,0.127586007118225
"messina",0.403254002332687,0.596746027469635
"messy",0.915715634822845,0.0842843949794769
"met",0.0790726020932198,0.920927405357361
"meta",0.162115216255188,0.837884783744812
"metabolic",0.0431947521865368,0.956805229187012
"metal",0.170872315764427,0.829127669334412
"metaverse",0.316363930702209,0.683636069297791
"method",0.17377008497715,0.826229870319366
"methodology",0.256047576665878,0.743952393531799
"metro",0.094140999019146,0.905858993530273
"mewn",0.245776250958443,0.754223763942719
"mexico",0.219319224357605,0.78068071603775
"michael",0.21771340072155,0.782286584377289
"michalsons",0.631085693836212,0.368914246559143
"michigan",0.328796207904816,0.67120373249054
"micro",0.126355245709419,0.873644709587097
"microbe",0.261979669332504,0.738020360469818
"micron",0.162719577550888,0.83728039264679
"microorganism",0.28917407989502,0.71082592010498
"microphone",0.155328467488289,0.844671547412872
"microsoft",0.155041202902794,0.84495884180069
"microwave",0.205065041780472,0.794934928417206
"mid",0.16078208386898,0.839217960834503
"middle",0.162054911255836,0.83794504404068
"middleeastandafrica",0.225371912121773,0.774628043174744
"miffed",0.851011514663696,0.148988470435143
"migros",0.297332644462585,0.70266729593277
"milestone",0.0298473183065653,0.970152735710144
"military",0.123065657913685,0.876934349536896
"miliwn",0.320946007966995,0.679054021835327
"milky",0.104361675679684,0.895638287067413
"millennia",0.184253141283989,0.815746903419495
"millennial",0.130504861474037,0.869495093822479
"million",0.103794775903225,0.896205246448517
"millionth",0.162409409880638,0.837590634822845
"mimic",0.250992834568024,0.749007165431976
"mimicking",0.382543653249741,0.617456376552582
"mind",0.0711613669991493,0.928838610649109
"mine",0.104903168976307,0.895096838474274
"minecraft",0.112427607178688,0.887572348117828
"minerva",0.14534929394722,0.854650735855103
"minimise",0.465088754892349,0.534911215305328
"minimize",0.565673053264618,0.434326946735382
"minimizing",0.508427441120148,0.491572588682175
"mining",0.212003111839294,0.787996888160706
"minister",0.279061257839203,0.720938801765442
"ministerial",0.393291443586349,0.606708526611328
"minnesota",0.211645871400833,0.788354098796844
"minor",0.49727001786232,0.502729952335358
"minority",0.20460818707943,0.795391798019409
"minuscule",0.441345810890198,0.558654189109802
"minute",0.100966326892376,0.899033665657043
"minutes",0.110860101878643,0.889139890670776
"mirror",0.625882506370544,0.374117434024811
"mis",0.76086550951004,0.239134445786476
"misaligned",0.89038097858429,0.10961901396513
"misguided",0.920404553413391,0.0795954838395119
"mishap",0.672414302825928,0.32758566737175
"misinformation",0.917601764202118,0.0823982954025269
"misleading",0.881961047649384,0.118038892745972
"misogynistic",0.912318706512451,0.0876812636852264
"missed",0.65497487783432,0.345025032758713
"missiles",0.736771404743195,0.26322865486145
"missing",0.659788012504578,0.340212017297745
"mission",0.155856594443321,0.844143390655518
"missouri",0.232894465327263,0.767105519771576
"missourian",0.222970396280289,0.777029633522034
"missouriindependentcom",0.237113192677498,0.762886762619019
"misspelling",0.62158727645874,0.37841272354126
"misspoke",0.499825984239578,0.500174045562744
"misstep",0.949586451053619,0.050413616001606
"mistake",0.924853682518005,0.0751462951302528
"mistaken",0.876605868339539,0.1233941167593
"misunderstanding",0.788732767105103,0.211267203092575
"misuse",0.897714853286743,0.102285102009773
"misusing",0.881973266601562,0.118026696145535
"mit",0.182857573032379,0.817142367362976
"mitigate",0.451439291238785,0.548560678958893
"mitigated",0.581406891345978,0.418593108654022
"mitigating",0.419529139995575,0.580470860004425
"mitigation",0.310666471719742,0.689333498477936
"mittal",0.250341475009918,0.749658584594727
"mix",0.0988152921199799,0.901184737682343
"mixed",0.0756118670105934,0.924388110637665
"ml",0.135291993618011,0.864708006381989
"mlab",0.245006486773491,0.754993557929993
"mmaprnewswirecom",0.176675334572792,0.823324680328369
"mn",0.145075753331184,0.854924261569977
"mnd",0.152644142508507,0.847355842590332
"mob",0.114975035190582,0.885024964809418
"mobile",0.0456915497779846,0.954308450222015
"mode",0.127137154340744,0.872862815856934
"model",0.0623476766049862,0.937652349472046
"modeling",0.260598301887512,0.739401698112488
"modelled",0.225738495588303,0.77426153421402
"modelling",0.215325176715851,0.784674763679504
"moderated",0.245278745889664,0.754721283912659
"modern",0.12827356159687,0.871726453304291
"modernity",0.150499418377876,0.84950053691864
"modification",0.232441648840904,0.767558395862579
"modified",0.471546858549118,0.52845311164856
"modify",0.174017906188965,0.82598203420639
"modifying",0.180749103426933,0.81925094127655
"modulation",0.181353330612183,0.818646669387817
"moffatt",0.33324009180069,0.66675990819931
"mohamed",0.574747085571289,0.425252884626389
"mohammed",0.540721595287323,0.459278345108032
"mold",0.369621098041534,0.630378901958466
"mole",0.472122520208359,0.527877449989319
"molson",0.28216278553009,0.71783721446991
"mom",0.0736246928572655,0.926375329494476
"moment",0.0532104335725307,0.946789562702179
"mona",0.20216903090477,0.797830998897552
"monarchy",0.425513207912445,0.574486792087555
"monday",0.143468916416168,0.856531083583832
"monetary",0.215886682271957,0.784113347530365
"money",0.116550140082836,0.883449852466583
"monitor",0.215348482131958,0.784651517868042
"monitoring",0.241271153092384,0.758728802204132
"monitro",0.250450223684311,0.749549806118011
"monotony",0.294678628444672,0.705321371555328
"monsanto",0.270403325557709,0.729596674442291
"montana",0.162104099988937,0.83789587020874
"month",0.122503980994225,0.877496004104614
"monthly",0.148239105939865,0.851760864257812
"monumental",0.323880016803741,0.676119923591614
"moon",0.0271770562976599,0.972822904586792
"morabito",0.4079509973526,0.592048943042755
"moral",0.145105615258217,0.8548943400383
"moras",0.351037919521332,0.648962020874023
"moratorium",0.344993948936462,0.655005991458893
"mordor",0.473138391971588,0.526861548423767
"moreso",0.0939959958195686,0.906003952026367
"morning",0.0545209050178528,0.945479094982147
"motif",0.169033482670784,0.830966532230377
"motion",0.0244981199502945,0.975501835346222
"motivate",0.0898923724889755,0.910107672214508
"motley",0.218053415417671,0.78194659948349
"motor",0.0409365519881248,0.959063470363617
"motorcycle",0.0570363067090511,0.942963719367981
"motto",0.137093544006348,0.862906455993652
"mou",0.195091217756271,0.804908752441406
"mount",0.11417805403471,0.885821938514709
"mountain",0.0834429785609245,0.916557013988495
"mountaineer",0.0763839706778526,0.923616051673889
"mounting",0.124051332473755,0.8759486079216
"move",0.0472449325025082,0.952755033969879
"movement",0.035115223377943,0.96488481760025
"movie",0.118779607117176,0.881220459938049
"moving",0.0294239223003387,0.970576047897339
"mozambique",0.250518023967743,0.749481976032257
"mri",0.23943492770195,0.760565042495728
"mt",0.148817345499992,0.851182639598846
"mtrip",0.263834953308105,0.736165046691895
"multi",0.0858786553144455,0.914121389389038
"multicellular",0.126691445708275,0.873308539390564
"multicloud",0.0629715919494629,0.937028408050537
"multifaceted",0.107579670846462,0.89242035150528
"multimediahttps",0.0912384167313576,0.908761560916901
"multimillion",0.0917773842811584,0.908222675323486
"multiple",0.083729013800621,0.916270971298218
"mumbai",0.23805458843708,0.761945366859436
"mundane",0.440126717090607,0.559873282909393
"mung",0.228241384029388,0.771758615970612
"municipal",0.113631300628185,0.886368751525879
"murphy",0.851431429386139,0.148568585515022
"mus",0.0770821571350098,0.92291784286499
"muscles",0.0714161843061447,0.928583800792694
"museum",0.103019490838051,0.89698052406311
"music",0.0196771845221519,0.980322778224945
"musical",0.0561446063220501,0.943855345249176
"musk",0.200651079416275,0.799348890781403
"mutual",0.145120888948441,0.854879140853882
"mwyaf",0.344730049371719,0.655269980430603
"mwyn",0.199220910668373,0.800779104232788
"nam",0.149121657013893,0.850878357887268
"named",0.155030354857445,0.844969630241394
"nanotechnology",0.180073514580727,0.819926559925079
"naomi",0.16993060708046,0.830069363117218
"narayanan",0.259774923324585,0.740225076675415
"narrating",0.824100852012634,0.175899147987366
"narrative",0.524085342884064,0.475914597511292
"narratives",0.618234157562256,0.381765872240067
"narrow",0.352938175201416,0.647061824798584
"narrower",0.446700304746628,0.55329966545105
"narrowly",0.383413523435593,0.61658650636673
"nascent",0.163062572479248,0.836937367916107
"nasdaq",0.101146705448627,0.898853302001953
"nation",0.183737874031067,0.816262125968933
"national",0.123903408646584,0.876096606254578
"nationalist",0.440467357635498,0.559532701969147
"native",0.164723128080368,0.83527684211731
"nato",0.185202404856682,0.814797580242157
"natural",0.0443293005228043,0.955670714378357
"nature",0.0327663086354733,0.967233657836914
"naturiol",0.239463210105896,0.760536789894104
"naught",0.727500796318054,0.272499173879623
"navigate",0.0975084826350212,0.902491509914398
"navigation",0.10035652667284,0.89964348077774
"nawr",0.288463920354843,0.711536049842834
"nc",0.114234924316406,0.885765016078949
"neal",0.460917383432388,0.539082646369934
"nearby",0.0922812297940254,0.907718777656555
"nebraska",0.214016616344452,0.785983443260193
"necessarily",0.260144531726837,0.739855468273163
"necessitating",0.249883159995079,0.75011682510376
"necessity",0.200014501810074,0.799985468387604
"ned",0.220342591404915,0.779657363891602
"nefarious",0.95056688785553,0.0494331680238247
"negative",0.806277096271515,0.193722888827324
"negatively",0.723007321357727,0.276992708444595
"neglect",0.833730459213257,0.166269540786743
"negotiable",0.846200406551361,0.153799578547478
"negotiate",0.527415990829468,0.472584009170532
"negotiation",0.58749783039093,0.412502139806747
"negotiator",0.432670056819916,0.567329943180084
"neighborhood",0.296718418598175,0.703281581401825
"neil",0.716195344924927,0.283804625272751
"neoliberalism",0.68949294090271,0.310507088899612
"nepal",0.684529721736908,0.315470278263092
"nepali",0.312364429235458,0.687635600566864
"nephew",0.16318067908287,0.836819350719452
"nervous",0.441033869981766,0.558966159820557
"net",0.117362976074219,0.882637023925781
"netflix",0.0916847512125969,0.908315241336823
"netherlands",0.216303199529648,0.783696830272675
"network",0.0720356851816177,0.927964329719543
"networking",0.143822863698006,0.856177151203156
"neu",0.229949399828911,0.770050525665283
"neural",0.442738205194473,0.557261824607849
"neuralink",0.451829850673676,0.548170149326324
"neuroscience",0.197955831885338,0.802044153213501
"neutral",0.247221365571022,0.752778649330139
"neutrality",0.315153032541275,0.684846937656403
"new",0.107385814189911,0.892614185810089
"newid",0.226273000240326,0.773726999759674
"newsday",0.097767248749733,0.902232706546783
"newsdaytv",0.103927232325077,0.896072804927826
"newsletter",0.213363096117973,0.786636888980865
"newspaper",0.193812385201454,0.806187629699707
"newsroom",0.144803196191788,0.855196833610535
"newswatch",0.130826026201248,0.869173943996429
"newydd",0.237015694379807,0.762984335422516
"nexcopy",0.374355971813202,0.625644028186798
"nghystadleuaeth",0.358934760093689,0.641065239906311
"ngo",0.156535968184471,0.843464016914368
"nicholas",0.36241602897644,0.63758397102356
"nick",0.175367042422295,0.824633002281189
"nid",0.265508025884628,0.734492003917694
"nifer",0.35293373465538,0.647066235542297
"nifty",0.195409446954727,0.804590582847595
"night",0.129643768072128,0.870356261730194
"nitpicking",0.575556218624115,0.424443751573563
"nlp",0.150733307003975,0.849266707897186
"nobel",0.345147341489792,0.654852628707886
"nod",0.216900005936623,0.783100008964539
"noise",0.825915396213531,0.174084559082985
"nonbiological",0.527855515480042,0.472144514322281
"nondiscrimination",0.876747310161591,0.12325269728899
"nonetheless",0.158208459615707,0.841791570186615
"nonpartisan",0.29479718208313,0.70520281791687
"nonprofit",0.412139326334,0.587860703468323
"nonroutine",0.419366270303726,0.580633699893951
"nonspecialist",0.284398287534714,0.715601682662964
"norm",0.242627322673798,0.757372736930847
"north",0.130001962184906,0.869998037815094
"northamerica",0.208944633603096,0.791055381298065
"northamericaartificial",0.234411686658859,0.765588283538818
"norway",0.627479791641235,0.372520238161087
"nosed",0.488131284713745,0.511868715286255
"nostalgia",0.101138263940811,0.898861765861511
"nostalgic",0.405132204294205,0.594867825508118
"not",0.505661487579346,0.494338542222977
"notable",0.870295882225037,0.129704117774963
"notch",0.27687332034111,0.723126709461212
"note",0.15760849416256,0.842391490936279
"noted",0.637106239795685,0.362893790006638
"noteworthy",0.719323396682739,0.280676543712616
"notice",0.0899611115455627,0.910038888454437
"notification",0.719397306442261,0.280602693557739
"notify",0.723246574401855,0.276753395795822
"noting",0.625508248806,0.374491721391678
"notion",0.80144327878952,0.19855672121048
"novartis",0.165242671966553,0.834757328033447
"novel",0.239167377352715,0.760832667350769
"novelty",0.304233253002167,0.695766746997833
"november",0.288904428482056,0.7110955119133
"novices",0.0696375519037247,0.930362403392792
"nowaday",0.0716430321335793,0.928356945514679
"nuance",0.130074486136436,0.869925498962402
"nuances",0.117367506027222,0.882632553577423
"nuclear",0.13137823343277,0.86862176656723
"nudge",0.668012201786041,0.331987798213959
"numedii",0.287393420934677,0.712606608867645
"numerate",0.376965820789337,0.623034179210663
"numerical",0.506245493888855,0.493754506111145
"numerous",0.10769084841013,0.892309129238129
"nurses",0.376046150922775,0.623953819274902
"nurul",0.461022615432739,0.538977324962616
"nus",0.18239863216877,0.817601382732391
"nutrient",0.0763950347900391,0.923604965209961
"nutshell",0.598869025707245,0.401130974292755
"nuvama",0.174258649349213,0.825741350650787
"nvidia",0.143190264701843,0.856809675693512
"ny",0.0989072024822235,0.901092767715454
"nyc",0.126467540860176,0.873532474040985
"nyse",0.0981917530298233,0.901808261871338
"oatmeal",0.558628857135773,0.441371142864227
"obama",0.179647669196129,0.820352256298065
"obituary",0.326802760362625,0.673197209835052
"object",0.131638959050179,0.868361055850983
"objective",0.326450347900391,0.673549652099609
"objectives",0.21931853890419,0.780681490898132
"obligated",0.33987894654274,0.660121023654938
"obligation",0.265244841575623,0.734755158424377
"obliged",0.424247413873672,0.57575261592865
"obscure",0.488408476114273,0.511591553688049
"observer",0.246527671813965,0.75347226858139
"observes",0.370130062103271,0.629869937896729
"obsolete",0.698015093803406,0.301984846591949
"obsoleteas",0.805921912193298,0.194078058004379
"obstacle",0.658986568450928,0.341013431549072
"obstacles",0.764303207397461,0.235696777701378
"obstruction",0.65357118844986,0.346428841352463
"obtain",0.155064985156059,0.84493499994278
"obtained",0.115306682884693,0.884693264961243
"obtaining",0.00858752615749836,0.991412460803986
"obvious",0.0790482610464096,0.920951724052429
"oca",0.132372498512268,0.867627501487732
"occasion",0.53572815656662,0.464271903038025
"occasionally",0.111065164208412,0.888934791088104
"occupied",0.333972245454788,0.666027724742889
"occur",0.209665328264236,0.790334641933441
"occurred",0.130143508315086,0.869856476783752
"occurring",0.13380129635334,0.866198658943176
"october",0.0522770136594772,0.947722971439362
"odd",0.182317718863487,0.817682266235352
"odour",0.200884804129601,0.799115240573883
"odyssey",0.106398023664951,0.893602013587952
"off",0.190602421760559,0.809397578239441
"offer",0.0947235971689224,0.905276417732239
"offered",0.655267059803009,0.344732910394669
"offeredthe",0.55890429019928,0.44109570980072
"offering",0.652156710624695,0.347843259572983
"offic",0.128637492656708,0.871362507343292
"office",0.158843591809273,0.841156363487244
"officer",0.17157906293869,0.82842093706131
"official",0.0946887657046318,0.905311226844788
"ofwat",0.229746297001839,0.770253658294678
"ogletree",0.380761533975601,0.619238495826721
"ogystal",0.170149713754654,0.829850256443024
"oil",0.127139449119568,0.872860550880432
"olama",0.184233352541924,0.815766632556915
"oligopoly",0.406456917524338,0.59354305267334
"om",0.114433996379375,0.885565996170044
"omar",0.155264899134636,0.844735085964203
"ominous",0.674286603927612,0.325713455677032
"omitted",0.242923974990845,0.757076025009155
"onboarding",0.0677498951554298,0.932250082492828
"oncologist",0.344016313552856,0.655983686447144
"ondc",0.137047231197357,0.862952768802643
"ongoing",0.0779371038079262,0.922062933444977
"online",0.0633232370018959,0.936676740646362
"onmsftcom",0.222768351435661,0.777231693267822
"openai",0.0863960310816765,0.913603961467743
"opening",0.0431540682911873,0.956845998764038
"openly",0.0433558709919453,0.956644117832184
"operate",0.158172205090523,0.841827809810638
"operated",0.085416667163372,0.914583325386047
"operates",0.142565101385117,0.857434928417206
"operating",0.136184573173523,0.863815426826477
"operation",0.064794085919857,0.935205936431885
"operator",0.099894791841507,0.900105237960815
